gene,rho,p,n,rho_adj_purity,p_adj_purity,n_purity,rho_adj_fibro,p_adj_fibro,log2FC_axis1,log2FC_axis2,direction_axis1,fdr,fdr_adj_purity,fdr_adj_fibro
SORBS2,0.45210648995395963,1.1763251193952758e-10,184,0.33370756968085774,1.6158120410967394e-05,161,0.49957507761288783,6.058005841210118e-13,2.089562903225805,1.4048563844086033,up_in_TGM2high,1.0371542601992151e-09,3.0104117194242827e-05,2.1186098640209686e-12
C17orf76,0.4514746392864711,1.257348321080423e-10,184,0.5138505576362645,3.674457075140348e-12,161,0.5471705914900238,1.1073394478112463e-15,1.807309677419356,0.9055743279569884,up_in_TGM2high,1.0931945124949234e-09,9.200840516151432e-11,9.242593257731202e-15
INPP5D,0.45128799834722266,1.2822990546240443e-10,184,0.3989723865384337,1.7347604300643942e-07,161,0.49905089565897875,6.459128715455427e-13,1.6658290322580642,0.98766935483871,up_in_TGM2high,1.0996153536913038e-09,5.776383134150589e-07,2.2463414310417206e-12
ZNF441,0.45103927876557953,1.3162955558585876e-10,184,0.3830456210288924,5.756750063860413e-07,161,0.44872334016257587,1.882347862242847e-10,0.9010709677419372,0.6573950940860236,up_in_TGM2high,1.1135148891452375e-09,1.6468998461410947e-06,3.850816214915105e-10
MT1A,0.4495723269622115,1.535298806371915e-10,184,0.3999403517315834,1.6094934941263595e-07,161,0.477522895732689,8.198688135878964e-12,1.844017741935483,1.3694200268817205,up_in_TGM2high,1.2814627370517584e-09,5.446177985530276e-07,2.1747367682458606e-11
PKDCC,0.44930168942998594,1.5793901059587828e-10,184,0.4822600186432218,1.066482380809208e-10,161,0.5317745249155337,9.489905599028143e-15,2.705151612903226,1.3942698924731198,up_in_TGM2high,1.3009186925397342e-09,1.517313569060373e-09,5.5719199369141415e-14
ENPP4,0.4469921822890572,2.0090221340116652e-10,184,0.4306375544567543,1.315718697858123e-08,161,0.5107049729832723,1.5127298998599665e-13,2.1536612903225825,1.0620533602150548,up_in_TGM2high,1.6123690460144902e-09,7.487635498719862e-08,6.313126115415594e-13
TRIM15,0.4464721988377309,2.120332527783852e-10,184,0.44755598874597513,2.963503687649009e-09,161,0.5732696061397278,2.233596724211563e-17,4.365514516129032,2.416337499999999,up_in_TGM2high,1.6801622308768246e-09,2.2351244680340716e-08,2.9129823944925803e-16
UNC5CL,0.4457417503034039,2.2868390158332787e-10,184,0.44162780923127215,5.0428860738718875e-09,161,0.570461123037005,3.456773306116789e-17,2.7737193548387102,1.413859072580645,up_in_TGM2high,1.7894515298895404e-09,3.5076074247153354e-08,4.3278801792582203e-16
MOGAT3,0.4449157194392722,2.490403588642201e-10,184,0.47940127711034175,1.4226393232058512e-10,161,0.5933455416871622,8.687452418828866e-19,3.1900677419354846,1.7852620295698929,up_in_TGM2high,1.923935800368926e-09,1.832263412931844e-09,1.6479833982384455e-17
KCNJ3,0.44480044378717004,2.5201714956909256e-10,184,0.4473209899512891,3.0272056297692337e-09,161,0.5296063890048158,1.2731431762336274e-14,2.751095161290322,1.382244086021505,up_in_TGM2high,1.923935800368926e-09,2.2559889574232622e-08,7.115960967162953e-14
C6orf222,0.4446761390568316,2.5526571277988464e-10,184,0.44935594317992217,2.5166726931061893e-09,161,0.5502730931446147,7.086542329259092e-16,4.944996774193546,2.8776265456989245,up_in_TGM2high,1.925257062653106e-09,1.9449840813388574e-08,6.337393568737417e-15
LOC100124692,0.4442552903821888,2.665679755420464e-10,184,0.48143001408310804,1.1598614340140156e-10,161,0.5910454617219526,1.2747657995330563e-18,4.840601612903226,2.36278440860215,up_in_TGM2high,1.9865661034442983e-09,1.5784201254190733e-09,2.3470687956108626e-17
TRIM31,0.4430861341267957,3.0056918074659285e-10,184,0.4315585936427053,1.215697858867515e-08,161,0.5943230945738348,7.374107957265033e-19,4.408101612903225,2.7964336693548386,up_in_TGM2high,2.2136036134984368e-09,7.112400557486583e-08,1.4425598691399722e-17
SLC12A7,0.4425092947544836,3.188561362188453e-10,184,0.47429351170835643,2.3650072232134876e-10,161,0.486366450100721,2.9492439334978553e-12,1.283974193548385,0.6682223790322546,up_in_TGM2high,2.3209760613139204e-09,2.847104849483929e-09,8.791555725569798e-12
KBTBD11,0.44115120109418043,3.6626531384014454e-10,184,0.4229105047845613,2.5306505211921347e-08,161,0.48801106160015517,2.4306480896595744e-12,2.165964516129033,0.9142432795698944,up_in_TGM2high,2.6354262811946033e-09,1.1822292733330421e-07,7.362104132654106e-12
CA3,0.4407479755281151,3.8160912157455556e-10,184,0.38893168445917653,3.722528936027979e-07,161,0.535098934467798,6.02294795221552e-15,1.994946774193548,1.2808338709677414,up_in_TGM2high,2.693969224661344e-09,1.1479325684500073e-06,3.847311651109097e-14
SLC17A4,0.44055859543834014,3.8902855058085114e-10,184,0.4973891677407352,2.2186155634099238e-11,161,0.5769241978784303,1.2573968682562554e-17,3.0822129032258068,1.786842943548387,up_in_TGM2high,2.7059096962623647e-09,4.272706774230984e-10,1.749178754507591e-16
SHROOM3,0.4390786341424457,4.5201967984945983e-10,184,0.41609086051228256,4.447198836265839e-08,161,0.5678121423589655,5.198986291152315e-17,2.0653806451612926,1.3054260080645186,up_in_TGM2high,3.1094980174259545e-09,1.9199630837947693e-07,6.381500820120292e-16
PNKD,0.4386603995299647,4.71540726656021e-10,184,0.4857771687447805,7.454138506064133e-11,161,0.5190086235637673,5.196799225265394e-14,1.1568887096774212,0.617510215053759,up_in_TGM2high,3.20852711833336e-09,1.0851838848363134e-09,2.3920561139824534e-13
